pressSN,endTime,startTime,machineState,pressState,State
70001002,2023-04-04T06:43:07.1995205-04:00,2023-04-04T06:42:45.263156-04:00,POWER_DISABLE,Off,1
70001002,2023-04-04T06:43:30.5499267-04:00,2023-04-04T06:43:07.1995205-04:00,OFF,Off,1
70001002,2023-04-04T06:44:34.0060547-04:00,2023-04-04T06:43:30.5499267-04:00,MECH_INIT,Off,1
70001002,2023-04-04T06:45:03.2368933-04:00,2023-04-04T06:44:34.0060547-04:00,STANDBY,Standby,3
70001002,2023-04-04T07:00:29.2416417-04:00,2023-04-04T06:45:03.2368933-04:00,GET_READY,GetReady,4
70001002,2023-04-04T07:00:58.0477434-04:00,2023-04-04T07:00:29.2416417-04:00,GO_TO_STANDBY,Standby,3
70001002,2023-04-04T07:02:02.5269574-04:00,2023-04-04T07:00:58.0477434-04:00,STANDBY,Standby,3
70001002,2023-04-04T07:17:28.7431672-04:00,2023-04-04T07:02:02.5269574-04:00,GET_READY,GetReady,4
70001002,2023-04-04T07:17:57.34385-04:00,2023-04-04T07:17:28.7431672-04:00,GO_TO_STANDBY,Standby,3
70001002,2023-04-04T07:51:44.7654063-04:00,2023-04-04T07:17:57.34385-04:00,STANDBY,Standby,3
70001004,2023-04-04T07:24:43.4383299-05:00,2023-04-04T07:23:56.9607205-05:00,POWER_DISABLE,Off,1
70001004,2023-04-04T07:25:47.1529726-05:00,2023-04-04T07:24:43.4383299-05:00,OFF,Off,1
70001004,2023-04-04T07:25:47.1538724-05:00,2023-04-04T07:25:47.1529726-05:00,GO_TO_SERVICE,Service,2
70001004,2023-04-04T07:29:45.1354928-05:00,2023-04-04T07:25:47.1538724-05:00,SERVICE,Service,2
70001004,2023-04-04T07:40:02.1333859-05:00,2023-04-04T07:29:45.1354928-05:00,OFF,Off,1
70001004,2023-04-04T07:40:08.1672806-05:00,2023-04-04T07:40:02.1333859-05:00,MECH_INIT,Off,1
70001004,2023-04-04T07:40:15.6226343-05:00,2023-04-04T07:40:08.1672806-05:00,GO_TO_OFF,Off,1
70001004,2023-04-04T07:40:24.112168-05:00,2023-04-04T07:40:15.6226343-05:00,OFF,Off,1
70001004,2023-04-04T07:40:24.1130768-05:00,2023-04-04T07:40:24.112168-05:00,GO_TO_SERVICE,Service,2
70001004,2023-04-04T07:41:49.5625372-05:00,2023-04-04T07:40:24.1130768-05:00,SERVICE,Service,2
70001004,2023-04-04T07:41:59.6162698-05:00,2023-04-04T07:41:49.5625372-05:00,OFF,Off,1
70001004,2023-04-04T07:43:00.6587329-05:00,2023-04-04T07:41:59.6162698-05:00,MECH_INIT,Off,1
70001004,2023-04-04T07:43:09.3235802-05:00,2023-04-04T07:43:00.6587329-05:00,STANDBY,Standby,3
70001004,2023-04-04T07:57:49.0031509-05:00,2023-04-04T07:43:09.3235802-05:00,GET_READY,GetReady,4
70001002,2023-04-04T07:58:40.1509287-04:00,2023-04-04T07:51:44.7654063-04:00,GET_READY,GetReady,4
70001004,2023-04-04T08:08:17.5511712-05:00,2023-04-04T07:57:49.0031509-05:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:00:02.7490601-04:00,2023-04-04T07:58:40.1509287-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:01:13.4657471-04:00,2023-04-04T08:00:02.7490601-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:01:28.9778229-04:00,2023-04-04T08:01:13.4657471-04:00,PRINT,Print,8
70001002,2023-04-04T08:01:52.5463474-04:00,2023-04-04T08:01:28.9778229-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:02:08.2642018-04:00,2023-04-04T08:01:52.5463474-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:02:15.7196938-04:00,2023-04-04T08:02:08.2642018-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:02:45.5290017-04:00,2023-04-04T08:02:15.7196938-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:02:51.3681204-04:00,2023-04-04T08:02:45.5290017-04:00,READY,Ready,5
70001002,2023-04-04T08:04:15.3831137-04:00,2023-04-04T08:02:51.3681204-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:04:59.5397546-04:00,2023-04-04T08:04:15.3831137-04:00,PRINT,Print,8
70001002,2023-04-04T08:05:23.1051253-04:00,2023-04-04T08:04:59.5397546-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:05:36.4279218-04:00,2023-04-04T08:05:23.1051253-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:06:22.3344912-04:00,2023-04-04T08:05:36.4279218-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:07:44.9252343-04:00,2023-04-04T08:06:22.3344912-04:00,PRINT,Print,8
70001002,2023-04-04T08:08:19.1891808-04:00,2023-04-04T08:07:44.9252343-04:00,POST_PRINT,Print,7
70001004,2023-04-04T08:08:56.4472478-05:00,2023-04-04T08:08:17.5511712-05:00,READY,Ready,5
70001002,2023-04-04T08:08:25.0218789-04:00,2023-04-04T08:08:19.1891808-04:00,READY,Ready,5
70001002,2023-04-04T08:10:01.7271317-04:00,2023-04-04T08:08:25.0218789-04:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:10:19.4684123-05:00,2023-04-04T08:08:56.4472478-05:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:11:32.783965-04:00,2023-04-04T08:10:01.7271317-04:00,PRINT,Print,8
70001004,2023-04-04T08:11:01.3973729-05:00,2023-04-04T08:10:19.4684123-05:00,PRINT,Print,8
70001004,2023-04-04T08:11:17.5185474-05:00,2023-04-04T08:11:01.3973729-05:00,POST_PRINT,Print,7
70001004,2023-04-04T08:17:47.0585701-05:00,2023-04-04T08:11:17.5185474-05:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:12:07.8352601-04:00,2023-04-04T08:11:32.783965-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:13:00.4180413-04:00,2023-04-04T08:12:07.8352601-04:00,READY,Ready,5
70001002,2023-04-04T08:13:06.4550156-04:00,2023-04-04T08:13:00.4180413-04:00,GO_TO_STANDBY,Standby,3
70001002,2023-04-04T08:13:14.514856-04:00,2023-04-04T08:13:06.4550156-04:00,STANDBY,Standby,3
70001002,2023-04-04T08:13:23.9852189-04:00,2023-04-04T08:13:14.514856-04:00,GO_TO_OFF,Off,1
70001002,2023-04-04T08:13:25.3915067-04:00,2023-04-04T08:13:23.9852189-04:00,OFF,Off,1
70001002,2023-04-04T08:13:25.6512716-04:00,2023-04-04T08:13:25.3915067-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T08:30:07.7149277-04:00,2023-04-04T08:13:25.6512716-04:00,SERVICE,Service,2
70001004,2023-04-04T08:18:58.7869919-05:00,2023-04-04T08:17:47.0585701-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:22:44.9140022-05:00,2023-04-04T08:18:58.7869919-05:00,PRINT,Print,8
70001004,2023-04-04T08:23:08.6990995-05:00,2023-04-04T08:22:44.9140022-05:00,POST_PRINT,Print,7
70001004,2023-04-04T08:25:31.5780609-05:00,2023-04-04T08:23:08.6990995-05:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T08:26:22.5663325-05:00,2023-04-04T08:25:31.5780609-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:31:29.4933175-05:00,2023-04-04T08:26:22.5663325-05:00,PRINT,Print,8
70001002,2023-04-04T08:30:44.5773394-04:00,2023-04-04T08:30:07.7149277-04:00,OFF,Off,1
70001002,2023-04-04T08:31:32.9224499-04:00,2023-04-04T08:30:44.5773394-04:00,MECH_INIT,Off,1
70001004,2023-04-04T08:31:53.0683317-05:00,2023-04-04T08:31:29.4933175-05:00,POST_PRINT,Print,7
70001002,2023-04-04T08:31:40.8050516-04:00,2023-04-04T08:31:32.9224499-04:00,STANDBY,Standby,3
70001002,2023-04-04T08:36:32.6768149-04:00,2023-04-04T08:31:40.8050516-04:00,GET_READY,GetReady,4
70001004,2023-04-04T08:32:53.9172502-05:00,2023-04-04T08:31:53.0683317-05:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T08:33:37.0512649-05:00,2023-04-04T08:32:53.9172502-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:37:41.7236927-05:00,2023-04-04T08:33:37.0512649-05:00,PRINT,Print,8
70001002,2023-04-04T08:36:43.9685601-04:00,2023-04-04T08:36:32.6768149-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:38:02.4255571-04:00,2023-04-04T08:36:43.9685601-04:00,PRE_PRINT,Print,7
70001003,2023-04-04T08:37:24.6093615+02:00,2023-04-04T08:37:02.7376457+02:00,POWER_DISABLE,Off,1
70001003,2023-04-04T08:37:33.691414+02:00,2023-04-04T08:37:24.6093615+02:00,OFF,Off,1
70001003,2023-04-04T08:38:12.5684987+02:00,2023-04-04T08:37:33.691414+02:00,MECH_INIT,Off,1
70001004,2023-04-04T08:38:05.3083269-05:00,2023-04-04T08:37:41.7236927-05:00,POST_PRINT,Print,7
70001002,2023-04-04T08:41:19.2531794-04:00,2023-04-04T08:38:02.4255571-04:00,PRINT,Print,8
70001004,2023-04-04T08:48:33.4405312-05:00,2023-04-04T08:38:05.3083269-05:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T08:38:22.0149947+02:00,2023-04-04T08:38:12.5684987+02:00,GO_TO_OFF,Off,1
70001003,2023-04-04T08:38:30.4888665+02:00,2023-04-04T08:38:22.0149947+02:00,OFF,Off,1
70001003,2023-04-04T08:40:08.5915525+02:00,2023-04-04T08:38:30.4888665+02:00,MECH_INIT,Off,1
70001003,2023-04-04T08:40:16.0540712+02:00,2023-04-04T08:40:08.5915525+02:00,GO_TO_OFF,Off,1
70001003,2023-04-04T08:40:42.8375605+02:00,2023-04-04T08:40:16.0540712+02:00,OFF,Off,1
70001003,2023-04-04T08:41:35.4310656+02:00,2023-04-04T08:40:42.8375605+02:00,MECH_INIT,Off,1
70001002,2023-04-04T08:41:35.9850683-04:00,2023-04-04T08:41:19.2531794-04:00,POST_PRINT,Print,7
70001003,2023-04-04T08:41:43.2796251+02:00,2023-04-04T08:41:35.4310656+02:00,STANDBY,Standby,3
70001002,2023-04-04T08:41:44.0447672-04:00,2023-04-04T08:41:35.9850683-04:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T08:44:51.1761562+02:00,2023-04-04T08:41:43.2796251+02:00,GET_READY,GetReady,4
70001002,2023-04-04T08:42:28.7689263-04:00,2023-04-04T08:41:44.0447672-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:42:41.066565-04:00,2023-04-04T08:42:28.7689263-04:00,PRINT,Print,8
70001002,2023-04-04T08:43:12.6860429-04:00,2023-04-04T08:42:41.066565-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:43:28.8077259-04:00,2023-04-04T08:43:12.6860429-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:44:21.9850148-04:00,2023-04-04T08:43:28.8077259-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:47:18.8620172-04:00,2023-04-04T08:44:21.9850148-04:00,PRINT,Print,8
70001003,2023-04-04T08:45:08.3005356+02:00,2023-04-04T08:44:51.1761562+02:00,GO_TO_OFF,Off,1
70001003,2023-04-04T08:47:14.2526177+02:00,2023-04-04T08:45:08.3005356+02:00,OFF,Off,1
70001003,2023-04-04T08:47:14.2775468+02:00,2023-04-04T08:47:14.2526177+02:00,GO_TO_SERVICE,Service,2
70001003,2023-04-04T08:49:52.4141244+02:00,2023-04-04T08:47:14.2775468+02:00,SERVICE,Service,2
70001002,2023-04-04T08:47:35.6007615-04:00,2023-04-04T08:47:18.8620172-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:48:44.0965407-04:00,2023-04-04T08:47:35.6007615-04:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T08:48:53.3869835-05:00,2023-04-04T08:48:33.4405312-05:00,READY,Ready,5
70001002,2023-04-04T08:49:29.2238743-04:00,2023-04-04T08:48:44.0965407-04:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:50:15.9986766-05:00,2023-04-04T08:48:53.3869835-05:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:49:42.5238235-04:00,2023-04-04T08:49:29.2238743-04:00,PRINT,Print,8
70001002,2023-04-04T08:49:59.250884-04:00,2023-04-04T08:49:42.5238235-04:00,POST_PRINT,Print,7
70001003,2023-04-04T08:50:22.4385857+02:00,2023-04-04T08:49:52.4141244+02:00,OFF,Off,1
70001002,2023-04-04T08:50:29.255351-04:00,2023-04-04T08:49:59.250884-04:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T08:50:32.7281815-05:00,2023-04-04T08:50:15.9986766-05:00,PRINT,Print,8
70001003,2023-04-04T08:50:24.0070567+02:00,2023-04-04T08:50:22.4385857+02:00,GO_TO_SERVICE,Service,2
70001003,2023-04-04T08:51:21.0133814+02:00,2023-04-04T08:50:24.0070567+02:00,GO_TO_OFF,Off,1
70001002,2023-04-04T08:51:14.1801471-04:00,2023-04-04T08:50:29.255351-04:00,PRE_PRINT,Print,7
70001004,2023-04-04T08:50:57.323872-05:00,2023-04-04T08:50:32.7281815-05:00,POST_PRINT,Print,7
70001004,2023-04-04T09:01:26.5450088-05:00,2023-04-04T08:50:57.323872-05:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T08:51:36.7500891-04:00,2023-04-04T08:51:14.1801471-04:00,PRINT,Print,8
70001003,2023-04-04T08:54:48.8941023+02:00,2023-04-04T08:51:21.0133814+02:00,POWER_DISABLE,Off,1
70001002,2023-04-04T08:51:53.4679131-04:00,2023-04-04T08:51:36.7500891-04:00,POST_PRINT,Print,7
70001002,2023-04-04T08:58:05.7079484-04:00,2023-04-04T08:51:53.4679131-04:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T08:54:55.7270734+02:00,2023-04-04T08:54:48.8941023+02:00,OFF,Off,1
70001003,2023-04-04T08:55:48.2891829+02:00,2023-04-04T08:54:55.7270734+02:00,MECH_INIT,Off,1
70001003,2023-04-04T08:55:56.3948208+02:00,2023-04-04T08:55:48.2891829+02:00,STANDBY,Standby,3
70001003,2023-04-04T09:09:17.6371305+02:00,2023-04-04T08:55:56.3948208+02:00,GET_READY,GetReady,4
70001002,2023-04-04T08:58:45.3849623-04:00,2023-04-04T08:58:05.7079484-04:00,PRE_PRINT,Print,7
70001002,2023-04-04T08:59:03.1073117-04:00,2023-04-04T08:58:45.3849623-04:00,PRINT,Print,8
70001002,2023-04-04T08:59:20.4251898-04:00,2023-04-04T08:59:03.1073117-04:00,POST_PRINT,Print,7
70001002,2023-04-04T09:00:36.7673606-04:00,2023-04-04T08:59:20.4251898-04:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T09:00:43.0183128-04:00,2023-04-04T09:00:36.7673606-04:00,GO_TO_STANDBY,Standby,3
70001002,2023-04-04T09:02:11.0546825-04:00,2023-04-04T09:00:43.0183128-04:00,STANDBY,Standby,3
70001004,2023-04-04T09:15:35.5809706-05:00,2023-04-04T09:01:26.5450088-05:00,READY,Ready,5
70001002,2023-04-04T09:02:20.5221096-04:00,2023-04-04T09:02:11.0546825-04:00,GO_TO_OFF,Off,1
70001002,2023-04-04T09:02:46.3976706-04:00,2023-04-04T09:02:20.5221096-04:00,OFF,Off,1
70001002,2023-04-04T09:02:46.3985585-04:00,2023-04-04T09:02:46.3976706-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T09:12:47.6146912-04:00,2023-04-04T09:02:46.3985585-04:00,SERVICE,Service,2
70001003,2023-04-04T09:10:14.0169304+02:00,2023-04-04T09:09:17.6371305+02:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:10:42.0163902+02:00,2023-04-04T09:10:14.0169304+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T09:11:26.3323222+02:00,2023-04-04T09:10:42.0163902+02:00,PRINT,Print,8
70001003,2023-04-04T09:11:34.997601+02:00,2023-04-04T09:11:26.3323222+02:00,POST_PRINT,Print,7
70001003,2023-04-04T09:12:32.40482+02:00,2023-04-04T09:11:34.997601+02:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:13:47.7131991+02:00,2023-04-04T09:12:32.40482+02:00,PRE_PRINT,Print,7
70001002,2023-04-04T09:13:43.2682179-04:00,2023-04-04T09:12:47.6146912-04:00,OFF,Off,1
70001002,2023-04-04T09:13:43.2693397-04:00,2023-04-04T09:13:43.2682179-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T09:14:02.6866402-04:00,2023-04-04T09:13:43.2693397-04:00,SERVICE,Service,2
70001003,2023-04-04T09:17:13.5548031+02:00,2023-04-04T09:13:47.7131991+02:00,PRINT,Print,8
70001002,2023-04-04T09:14:35.8046551-04:00,2023-04-04T09:14:02.6866402-04:00,OFF,Off,1
70001002,2023-04-04T09:14:35.805397-04:00,2023-04-04T09:14:35.8046551-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T09:16:18.6625816-04:00,2023-04-04T09:14:35.805397-04:00,SERVICE,Service,2
70001004,2023-04-04T09:21:12.3548813-05:00,2023-04-04T09:15:35.5809706-05:00,PRE_PRINT,Print,7
70001002,2023-04-04T09:17:03.2668007-04:00,2023-04-04T09:16:18.6625816-04:00,OFF,Off,1
70001002,2023-04-04T09:17:03.267961-04:00,2023-04-04T09:17:03.2668007-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T09:22:17.4116568-04:00,2023-04-04T09:17:03.267961-04:00,SERVICE,Service,2
70001003,2023-04-04T09:17:30.2867765+02:00,2023-04-04T09:17:13.5548031+02:00,POST_PRINT,Print,7
70001003,2023-04-04T09:18:16.8109591+02:00,2023-04-04T09:17:30.2867765+02:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:19:04.9189883+02:00,2023-04-04T09:18:16.8109591+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T09:19:29.5026657+02:00,2023-04-04T09:19:04.9189883+02:00,PRINT,Print,8
70001003,2023-04-04T09:19:46.2053301+02:00,2023-04-04T09:19:29.5026657+02:00,POST_PRINT,Print,7
70001003,2023-04-04T09:30:14.5778442+02:00,2023-04-04T09:19:46.2053301+02:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T09:25:16.7874011-05:00,2023-04-04T09:21:12.3548813-05:00,PRINT,Print,8
70001002,2023-04-04T09:22:27.9158531-04:00,2023-04-04T09:22:17.4116568-04:00,OFF,Off,1
70001002,2023-04-04T09:23:18.4730539-04:00,2023-04-04T09:22:27.9158531-04:00,MECH_INIT,Off,1
70001002,2023-04-04T09:37:06.2182723-04:00,2023-04-04T09:23:18.4730539-04:00,STANDBY,Standby,3
70001004,2023-04-04T09:25:40.565515-05:00,2023-04-04T09:25:16.7874011-05:00,POST_PRINT,Print,7
70001004,2023-04-04T09:27:54.7915771-05:00,2023-04-04T09:25:40.565515-05:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T09:28:44.3617151-05:00,2023-04-04T09:27:54.7915771-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T09:29:10.358255-05:00,2023-04-04T09:28:44.3617151-05:00,PRINT,Print,8
70001004,2023-04-04T09:29:34.1446213-05:00,2023-04-04T09:29:10.358255-05:00,POST_PRINT,Print,7
70001004,2023-04-04T09:34:27.9691346-05:00,2023-04-04T09:29:34.1446213-05:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:34:52.7121934+02:00,2023-04-04T09:30:14.5778442+02:00,READY,Ready,5
70001004,2023-04-04T09:35:19.959366-05:00,2023-04-04T09:34:27.9691346-05:00,PRE_PRINT,Print,7
70001003,2023-04-04T09:36:20.5275404+02:00,2023-04-04T09:34:52.7121934+02:00,PRE_PRINT,Print,7
70001004,2023-04-04T09:35:47.1633405-05:00,2023-04-04T09:35:19.959366-05:00,PRINT,Print,8
70001004,2023-04-04T09:36:10.9373503-05:00,2023-04-04T09:35:47.1633405-05:00,POST_PRINT,Print,7
70001004,2023-04-04T09:43:51.6191441-05:00,2023-04-04T09:36:10.9373503-05:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:49:13.5849333+02:00,2023-04-04T09:36:20.5275404+02:00,PRINT,Print,8
70001002,2023-04-04T09:40:21.4134343-04:00,2023-04-04T09:37:06.2182723-04:00,GET_READY,GetReady,4
70001002,2023-04-04T09:40:50.6145486-04:00,2023-04-04T09:40:21.4134343-04:00,GO_TO_OFF,Off,1
70001002,2023-04-04T09:40:57.4483965-04:00,2023-04-04T09:40:50.6145486-04:00,OFF,Off,1
70001002,2023-04-04T09:41:55.2607078-04:00,2023-04-04T09:40:57.4483965-04:00,MECH_INIT,Off,1
70001002,2023-04-04T09:42:11.6058321-04:00,2023-04-04T09:41:55.2607078-04:00,STANDBY,Standby,3
70001002,2023-04-04T09:45:26.7884577-04:00,2023-04-04T09:42:11.6058321-04:00,GET_READY,GetReady,4
70001004,2023-04-04T09:44:40.5862815-05:00,2023-04-04T09:43:51.6191441-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T09:45:06.980765-05:00,2023-04-04T09:44:40.5862815-05:00,PRINT,Print,8
70001004,2023-04-04T09:45:30.7658879-05:00,2023-04-04T09:45:06.980765-05:00,POST_PRINT,Print,7
70001002,2023-04-04T09:45:54.5766446-04:00,2023-04-04T09:45:26.7884577-04:00,GO_TO_OFF,Off,1
70001004,2023-04-04T09:56:00.1284535-05:00,2023-04-04T09:45:30.7658879-05:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T09:46:04.4569863-04:00,2023-04-04T09:45:54.5766446-04:00,OFF,Off,1
70001002,2023-04-04T09:46:04.833408-04:00,2023-04-04T09:46:04.4569863-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T10:14:58.259104-04:00,2023-04-04T09:46:04.833408-04:00,SERVICE,Service,2
70001003,2023-04-04T09:49:30.1039731+02:00,2023-04-04T09:49:13.5849333+02:00,POST_PRINT,Print,7
70001003,2023-04-04T09:54:08.8454731+02:00,2023-04-04T09:49:30.1039731+02:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T09:55:00.0230957+02:00,2023-04-04T09:54:08.8454731+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T09:55:22.9857859+02:00,2023-04-04T09:55:00.0230957+02:00,PRINT,Print,8
70001003,2023-04-04T09:55:40.1041934+02:00,2023-04-04T09:55:22.9857859+02:00,POST_PRINT,Print,7
70001003,2023-04-04T10:01:14.85352+02:00,2023-04-04T09:55:40.1041934+02:00,DYNAMIC_READY,Ready,6
70001004,2023-04-04T09:57:13.892336-05:00,2023-04-04T09:56:00.1284535-05:00,READY,Ready,5
70001004,2023-04-04T09:58:55.2655417-05:00,2023-04-04T09:57:13.892336-05:00,PRE_PRINT,Print,7
70001004,2023-04-04T09:59:24.0845165-05:00,2023-04-04T09:58:55.2655417-05:00,PRINT,Print,8
70001004,2023-04-04T09:59:50.4934019-05:00,2023-04-04T09:59:24.0845165-05:00,POST_PRINT,Print,7
70001004,2023-04-04T10:10:19.478037-05:00,2023-04-04T09:59:50.4934019-05:00,DYNAMIC_READY,Ready,6
70001003,2023-04-04T10:02:04.1959429+02:00,2023-04-04T10:01:14.85352+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T10:11:23.9210704+02:00,2023-04-04T10:02:04.1959429+02:00,PRINT,Print,8
70001004,2023-04-04T10:30:05.1902313-05:00,2023-04-04T10:10:19.478037-05:00,READY,Ready,5
70001003,2023-04-04T10:11:40.6404953+02:00,2023-04-04T10:11:23.9210704+02:00,POST_PRINT,Print,7
70001003,2023-04-04T10:22:10.0574967+02:00,2023-04-04T10:11:40.6404953+02:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T10:15:09.8868951-04:00,2023-04-04T10:14:58.259104-04:00,OFF,Off,1
70001002,2023-04-04T10:16:05.4897316-04:00,2023-04-04T10:15:09.8868951-04:00,MECH_INIT,Off,1
70001002,2023-04-04T10:16:30.2840167-04:00,2023-04-04T10:16:05.4897316-04:00,STANDBY,Standby,3
70001002,2023-04-04T10:19:47.8940304-04:00,2023-04-04T10:16:30.2840167-04:00,GET_READY,GetReady,4
70001002,2023-04-04T10:20:17.0940577-04:00,2023-04-04T10:19:47.8940304-04:00,GO_TO_OFF,Off,1
70001002,2023-04-04T10:20:23.7374141-04:00,2023-04-04T10:20:17.0940577-04:00,OFF,Off,1
70001002,2023-04-04T10:21:19.7305858-04:00,2023-04-04T10:20:23.7374141-04:00,MECH_INIT,Off,1
70001002,2023-04-04T10:21:51.166192-04:00,2023-04-04T10:21:19.7305858-04:00,STANDBY,Standby,3
70001002,2023-04-04T10:25:08.5550101-04:00,2023-04-04T10:21:51.166192-04:00,GET_READY,GetReady,4
70001003,2023-04-04T10:22:16.3188795+02:00,2023-04-04T10:22:10.0574967+02:00,READY,Ready,5
70001003,2023-04-04T10:23:51.5733575+02:00,2023-04-04T10:22:16.3188795+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T10:24:13.151627+02:00,2023-04-04T10:23:51.5733575+02:00,PRINT,Print,8
70001003,2023-04-04T10:24:30.4622022+02:00,2023-04-04T10:24:13.151627+02:00,POST_PRINT,Print,7
70001003,2023-04-04T10:28:39.82825+02:00,2023-04-04T10:24:30.4622022+02:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T10:25:37.7644148-04:00,2023-04-04T10:25:08.5550101-04:00,GO_TO_OFF,Off,1
70001002,2023-04-04T10:25:54.8884782-04:00,2023-04-04T10:25:37.7644148-04:00,OFF,Off,1
70001002,2023-04-04T10:25:55.4348884-04:00,2023-04-04T10:25:54.8884782-04:00,GO_TO_SERVICE,Service,2
70001002,2023-04-04T10:32:33.7468076-04:00,2023-04-04T10:25:55.4348884-04:00,SERVICE,Service,2
70001003,2023-04-04T10:29:28.3738716+02:00,2023-04-04T10:28:39.82825+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T10:29:52.5525288+02:00,2023-04-04T10:29:28.3738716+02:00,PRINT,Print,8
70001003,2023-04-04T10:30:09.8684622+02:00,2023-04-04T10:29:52.5525288+02:00,POST_PRINT,Print,7
70001004,2023-04-04T10:35:45.9940205-05:00,2023-04-04T10:30:05.1902313-05:00,PRE_PRINT,Print,7
70001003,2023-04-04T10:38:10.4185058+02:00,2023-04-04T10:30:09.8684622+02:00,DYNAMIC_READY,Ready,6
70001002,2023-04-04T10:32:52.3352881-04:00,2023-04-04T10:32:33.7468076-04:00,OFF,Off,1
70001002,2023-04-04T10:33:44.8988634-04:00,2023-04-04T10:32:52.3352881-04:00,MECH_INIT,Off,1
70001002,2023-04-04T10:33:51.5417806-04:00,2023-04-04T10:33:44.8988634-04:00,STANDBY,Standby,3
70001002,2023-04-04T10:36:37.7193647-04:00,2023-04-04T10:33:51.5417806-04:00,GET_READY,GetReady,4
70001004,2023-04-04T10:43:26.5094563-05:00,2023-04-04T10:35:45.9940205-05:00,PRINT,Print,8
70001002,2023-04-04T10:37:18.6314053-04:00,2023-04-04T10:36:37.7193647-04:00,GO_TO_STANDBY,Standby,3
70001002,2023-04-04T10:40:35.8503211-04:00,2023-04-04T10:37:18.6314053-04:00,STANDBY,Standby,3
70001003,2023-04-04T10:39:07.2183895+02:00,2023-04-04T10:38:10.4185058+02:00,PRE_PRINT,Print,7
70001003,2023-04-04T10:39:30.7940999+02:00,2023-04-04T10:39:07.2183895+02:00,PRINT,Print,8
70001003,2023-04-04T10:39:48.3299555+02:00,2023-04-04T10:39:30.7940999+02:00,POST_PRINT,Print,7
70001003,2023-04-04T10:42:17.1704725+02:00,2023-04-04T10:39:48.3299555+02:00,DYNAMIC_READY,Ready,6
