"pressSN","endTime","time","plcTime","machineState","pressState"
"70001004",,"2023-04-24T09:27:15.567187-05:00","2023-04-24T09:35:22.954-05:00","GET_READY","GetReady"
"70001004",,"2023-04-24T09:30:37.8571081-05:00","2023-04-24T09:38:45.079-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T09:30:47.3334599-05:00","2023-04-24T09:38:54.591-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T09:32:04.6662786-05:00","2023-04-24T09:40:12.053-05:00","PRINT","Print"
"70001004",,"2023-04-24T09:38:03.2749009-05:00","2023-04-24T09:46:10.551-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T09:38:29.4761192-05:00","2023-04-24T09:46:36.838-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T09:38:41.97979-05:00","2023-04-24T09:46:49.247-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T09:39:49.0712947-05:00","2023-04-24T09:47:56.333-05:00","PRINT","Print"
"70001004",,"2023-04-24T09:40:56.7966946-05:00","2023-04-24T09:49:04.148-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T09:41:14.1355689-05:00","2023-04-24T09:49:21.331-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T09:51:42.5416883-05:00","2023-04-24T09:59:49.809-05:00","READY","Ready"
"70001004",,"2023-04-24T10:29:02.5421904-05:00","2023-04-24T10:37:09.769-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T10:36:47.7274252-05:00","2023-04-24T10:44:54.937-05:00","PRINT","Print"
"70001004",,"2023-04-24T10:37:13.3239494-05:00","2023-04-24T10:45:20.385-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T10:37:36.8971858-05:00","2023-04-24T10:45:44.088-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T10:48:06.3381182-05:00","2023-04-24T10:56:13.509-05:00","READY","Ready"
"70001004",,"2023-04-24T11:00:15.5163557-05:00","2023-04-24T11:08:22.736-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T11:06:01.4895428-05:00","2023-04-24T11:14:08.698-05:00","PRINT","Print"
"70001004",,"2023-04-24T11:12:46.4900979-05:00","2023-04-24T11:20:53.747-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T11:13:10.2727552-05:00","2023-04-24T11:21:17.458-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T11:15:57.2988499-05:00","2023-04-24T11:24:04.424-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T11:16:52.5104906-05:00","2023-04-24T11:24:59.671-05:00","PRINT","Print"
"70001004",,"2023-04-24T11:17:17.8934259-05:00","2023-04-24T11:25:25.046-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T11:17:41.4650007-05:00","2023-04-24T11:25:48.702-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T11:19:08.1140742-05:00","2023-04-24T11:27:15.341-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T11:20:00.8771372-05:00","2023-04-24T11:28:07.987-05:00","PRINT","Print"
"70001004",,"2023-04-24T11:24:42.9501177-05:00","2023-04-24T11:32:50.039-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T11:25:17.8194292-05:00","2023-04-24T11:33:24.919-05:00","READY","Ready"
"70001004",,"2023-04-24T11:29:00.897745-05:00","2023-04-24T11:37:08.042-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T11:31:58.5870774-05:00","2023-04-24T11:40:05.87-05:00","PRINT","Print"
"70001004",,"2023-04-24T11:37:27.8169244-05:00","2023-04-24T11:45:34.921-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T11:37:51.596128-05:00","2023-04-24T11:45:58.633-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T11:48:20.8133359-05:00","2023-04-24T11:56:27.957-05:00","READY","Ready"
"70001004",,"2023-04-24T12:39:32.9573366-05:00","2023-04-24T12:47:40.031-05:00","GO_TO_STANDBY","Standby"
"70001004",,"2023-04-24T12:39:39.0039675-05:00","2023-04-24T12:47:46.166-05:00","STANDBY","Standby"
"70001004",,"2023-04-24T13:32:22.2622114-05:00","2023-04-24T13:40:29.367-05:00","GET_READY","GetReady"
"70001004",,"2023-04-24T13:43:31.6279179-05:00","2023-04-24T13:51:38.612-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T13:53:59.8084425-05:00","2023-04-24T14:02:06.817-05:00","READY","Ready"
"70001004",,"2023-04-24T14:02:19.2494033-05:00","2023-04-24T14:10:26.272-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:05:23.1969747-05:00","2023-04-24T14:13:30.205-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:09:11.2784493-05:00","2023-04-24T14:17:18.265-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:09:37.6798533-05:00","2023-04-24T14:17:44.697-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:10:43.1405714-05:00","2023-04-24T14:18:50.12-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:11:43.7852998-05:00","2023-04-24T14:19:50.702-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:17:06.1552291-05:00","2023-04-24T14:25:13.056-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:17:29.7437658-05:00","2023-04-24T14:25:36.688-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:18:37.0592448-05:00","2023-04-24T14:26:43.991-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:19:31.6564554-05:00","2023-04-24T14:27:38.47-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:19:56.8313045-05:00","2023-04-24T14:28:03.854-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:20:20.6200657-05:00","2023-04-24T14:28:27.581-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:24:07.9126645-05:00","2023-04-24T14:32:14.769-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:25:25.6612208-05:00","2023-04-24T14:33:32.671-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:25:52.2660366-05:00","2023-04-24T14:33:59.247-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:26:16.0309123-05:00","2023-04-24T14:34:22.935-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:28:06.8509059-05:00","2023-04-24T14:36:13.773-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:29:06.8820298-05:00","2023-04-24T14:37:13.756-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:29:32.072715-05:00","2023-04-24T14:37:38.94-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:29:55.6566089-05:00","2023-04-24T14:38:02.659-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:31:05.398246-05:00","2023-04-24T14:39:12.241-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:31:31.3468665-05:00","2023-04-24T14:39:38.257-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:32:12.441625-05:00","2023-04-24T14:40:19.337-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:32:25.7582907-05:00","2023-04-24T14:40:32.704-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:33:08.0789506-05:00","2023-04-24T14:41:15.024-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:34:30.2619724-05:00","2023-04-24T14:42:37.222-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:34:54.8466965-05:00","2023-04-24T14:43:01.837-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:35:12.2002876-05:00","2023-04-24T14:43:19.086-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:35:45.6427819-05:00","2023-04-24T14:43:52.508-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:36:38.0036277-05:00","2023-04-24T14:44:44.98-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:37:04.9988937-05:00","2023-04-24T14:45:11.931-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:37:28.7978648-05:00","2023-04-24T14:45:35.659-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T14:45:43.6586682-05:00","2023-04-24T14:53:50.402-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T14:46:47.7066231-05:00","2023-04-24T14:54:54.665-05:00","PRINT","Print"
"70001004",,"2023-04-24T14:54:48.0622153-05:00","2023-04-24T15:02:55.017-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T14:55:04.7815546-05:00","2023-04-24T15:03:11.624-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T15:05:32.5595769-05:00","2023-04-24T15:13:39.509-05:00","READY","Ready"
"70001004",,"2023-04-24T16:09:10.4267929-05:00","2023-04-24T16:17:17.2-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T16:18:43.4152251-05:00","2023-04-24T16:26:50.367-05:00","PRINT","Print"
"70001004",,"2023-04-24T16:20:20.1184092-05:00","2023-04-24T16:28:27.02-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T16:20:46.3157418-05:00","2023-04-24T16:28:53.228-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T16:31:15.5814623-05:00","2023-04-24T16:39:22.345-05:00","READY","Ready"
"70001004",,"2023-04-24T16:31:46.6186685-05:00","2023-04-24T16:39:53.505-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T16:33:30.7967279-05:00","2023-04-24T16:41:37.63-05:00","PRINT","Print"
"70001004",,"2023-04-24T16:38:54.97728-05:00","2023-04-24T16:47:01.801-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T16:39:18.5415397-05:00","2023-04-24T16:47:25.432-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T16:40:05.7013653-05:00","2023-04-24T16:48:12.591-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T16:40:58.2809946-05:00","2023-04-24T16:49:05.103-05:00","PRINT","Print"
"70001004",,"2023-04-24T16:41:29.7096966-05:00","2023-04-24T16:49:36.502-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T16:41:46.8305906-05:00","2023-04-24T16:49:53.702-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T16:45:23.614088-05:00","2023-04-24T16:53:30.33-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T16:46:22.8363716-05:00","2023-04-24T16:54:29.577-05:00","PRINT","Print"
"70001004",,"2023-04-24T16:55:06.0028643-05:00","2023-04-24T17:03:12.887-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T16:55:29.7800018-05:00","2023-04-24T17:03:36.551-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T16:55:55.7834136-05:00","2023-04-24T17:04:02.438-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T16:57:08.1186277-05:00","2023-04-24T17:05:14.958-05:00","PRINT","Print"
"70001004",,"2023-04-24T16:57:27.082636-05:00","2023-04-24T17:05:33.885-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T16:57:50.8660104-05:00","2023-04-24T17:05:57.604-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T17:01:54.8794755-05:00","2023-04-24T17:10:01.72-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T17:03:00.3570732-05:00","2023-04-24T17:11:07.095-05:00","PRINT","Print"
"70001004",,"2023-04-24T17:17:44.9477612-05:00","2023-04-24T17:25:51.863-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T17:18:08.7252503-05:00","2023-04-24T17:26:15.534-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T17:18:19.0165733-05:00","2023-04-24T17:26:25.798-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-24T17:19:36.393059-05:00","2023-04-24T17:27:43.237-05:00","PRINT","Print"
"70001004",,"2023-04-24T17:20:06.2357529-05:00","2023-04-24T17:28:12.956-05:00","POST_PRINT","Print"
"70001004",,"2023-04-24T17:20:23.3594579-05:00","2023-04-24T17:28:30.236-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-24T17:24:00.9829746-05:00","2023-04-24T17:32:07.824-05:00","GO_TO_STANDBY","Standby"
"70001004",,"2023-04-24T17:24:07.2344965-05:00","2023-04-24T17:32:13.928-05:00","STANDBY","Standby"
"70001004",,"2023-04-24T17:24:09.8678298-05:00","2023-04-24T17:32:16.696-05:00","GO_TO_OFF","Off"
"70001004",,"2023-04-24T17:24:19.3259642-05:00","2023-04-24T17:32:26.127-05:00","OFF","Off"
"70001004",,"2023-04-24T17:24:23.9897561-05:00","2023-04-24T17:32:30.783-05:00","GO_TO_SERVICE","Service"
"70001004",,"2023-04-24T17:24:23.9908292-05:00","2023-04-24T17:32:30.855-05:00","SERVICE","Service"
"70001004",,"2023-04-24T17:52:55.0634947-05:00","2023-04-24T18:01:01.92-05:00","OFF","Off"
"70001004",,"2023-04-25T07:16:06.4149886-05:00","2023-04-25T07:24:14.68-05:00","POWER_DISABLE","Off"
