"flowId","id","subSystem","time","state","name","parameters","plcVersion","pressVersion","versionTime","rn","severity","symptomid","downToState","engineFlowId","deviceId"
"0","90904f3f-d285-4f4d-a44b-9501f09acf11","Safety","2023-03-30T06:41:27.3128886-04:00","OFF","EMS_WAS_ACTIVATED","{inputavalue={""unit"":""NoUnits"",""value"":""0""}, inputbvalue={""unit"":""NoUnits"",""value"":""0""}, plctime=2023-03-30T06:36:52.167-04:00, sensor={""unit"":""NoUnits"",""value"":""PWS_UW_SIDE_ESTOP""}}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{EMS_WAS_ACTIVATED}}",,,"70001002"
"0","3704059c-b97a-4357-8ea4-b1a83d3302b0","Safety","2023-03-30T06:41:27.3187403-04:00","OFF","EMS_WAS_ACTIVATED","{inputavalue={""unit"":""NoUnits"",""value"":""0""}, inputbvalue={""unit"":""NoUnits"",""value"":""0""}, plctime=2023-03-30T06:36:52.167-04:00, sensor={""unit"":""NoUnits"",""value"":""PWS_RR_ESTOP""}}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{EMS_WAS_ACTIVATED}}",,,"70001002"
"0","2cd3e80f-d302-463d-9e31-4a0c64ec272c","Safety","2023-03-30T06:41:27.3192259-04:00","OFF","EMS_WAS_ACTIVATED","{inputavalue={""unit"":""NoUnits"",""value"":""0""}, inputbvalue={""unit"":""NoUnits"",""value"":""0""}, plctime=2023-03-30T06:36:52.167-04:00, sensor={""unit"":""NoUnits"",""value"":""PWS_FRNT_FEED_ESTOP""}}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{EMS_WAS_ACTIVATED}}",,,"70001002"
"0","ce79c4f1-dd7d-4e41-8bbe-333574bccab4","Safety","2023-03-30T06:41:27.3192553-04:00","OFF","EMS_WAS_ACTIVATED","{inputavalue={""unit"":""NoUnits"",""value"":""0""}, inputbvalue={""unit"":""NoUnits"",""value"":""0""}, plctime=2023-03-30T06:36:52.167-04:00, sensor={""unit"":""NoUnits"",""value"":""PWS_FRNT_EXIT_ESTOP""}}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{EMS_WAS_ACTIVATED}}",,,"70001002"
"0","f1d5bc21-217c-466c-9741-72d72ae3883e","Safety","2023-03-30T06:41:27.3192734-04:00","OFF","EMS_WAS_ACTIVATED","{inputavalue={""unit"":""NoUnits"",""value"":""0""}, inputbvalue={""unit"":""NoUnits"",""value"":""0""}, plctime=2023-03-30T06:36:52.167-04:00, sensor={""unit"":""NoUnits"",""value"":""BT_SPLCR_UW_ESTOP""}}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{EMS_WAS_ACTIVATED}}",,,"70001002"
"0","a3c0a4b4-074d-4401-869a-a94d92c79ad3","General","2023-03-30T06:41:27.3192919-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_1""}, plctime=2023-03-30T06:36:57.094-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","2bc025c2-cd85-41ad-8bee-0d7b1b09fc2c","General","2023-03-30T06:41:27.3193343-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_2""}, plctime=2023-03-30T06:36:57.098-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","78b614e3-92b5-4093-a963-7419c333ac0d","General","2023-03-30T06:41:27.3193481-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_3""}, plctime=2023-03-30T06:36:57.098-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","c7d36b1d-c9a7-49c8-9289-ca64e7561b48","General","2023-03-30T06:41:27.3193644-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_4""}, plctime=2023-03-30T06:36:57.098-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","41130f32-fd4f-4be5-b099-88b77a45dfc7","General","2023-03-30T06:41:27.3193793-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_5""}, plctime=2023-03-30T06:36:57.098-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","947514e4-c4da-4cf5-b9ab-90d2aa67fe62","General","2023-03-30T06:41:27.5021748-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""BHVC_EC_1a""}, plctime=2023-03-30T06:36:57.254-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","e2cf1a78-7ae5-4699-8e3f-d97ed930745d","General","2023-03-30T06:41:27.5022684-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""BHVC_EC_1b""}, plctime=2023-03-30T06:36:57.254-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","c26fd299-a601-4101-b9cd-211e37222b9f","General","2023-03-30T06:41:27.5022858-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""BHVC_EC_2a""}, plctime=2023-03-30T06:36:57.254-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","27a4b4d6-166d-4281-a3a9-3e39a429df91","General","2023-03-30T06:41:27.5023015-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""BHVC_EC_2b""}, plctime=2023-03-30T06:36:57.255-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","2988f114-7abc-43ca-bd14-dd9bb342b975","General","2023-03-30T06:41:27.5023145-04:00","OFF","DEVICE_UPDATE_FAILED_FILE_NOT_FOUND","{devicename={""unit"":""NoUnits"",""value"":""CRU_EC_6""}, plctime=2023-03-30T06:36:57.454-04:00}","V1.4.58.6","16000.0.799.69","2023-03-29T13:59:17.2853632-04:00","1","Error","PRC.Symptom{E{DEVICE_UPDATE_FAILED_FILE_NOT_FOUND}}",,,"70001002"
"0","51a55c50-9d22-4d3a-b3a9-bded9c0d13fa","Safety","2023-03-30T06:41:32.7611375-04:00","POWER_DISABLE","ZONE_OPENED_UNEXPECTEDLY","{zoneid={""unit"":""NoUnits"",""value"":""PE""}, plctime=2023-03-30T06:44:19.667-04:00, sensor={""unit"":""NoUnits"",""value"":""PE_RR_FEED_DOOR_INTLK""}, doorintlkpoleb={""unit"":""NoUnits"",""value"":""1""}, doorlockstatus={""unit"":""NoUnits"",""value"":""0""}, doorintlkpolea={""unit"":""NoUnits"",""value"":""1""}}","V1.4.58.6","16000.0.799.69","2023-03-30T06:41:32.3788903-04:00","1","Error","PRC.Symptom{E{ZONE_OPENED_UNEXPECTEDLY}}",,,"70001002"
"0","c797a7f7-4bcf-4e29-a93c-e6a1d78af474","Safety","2023-03-30T06:41:32.7615074-04:00","POWER_DISABLE","ZONE_OPENED_UNEXPECTEDLY","{zoneid={""unit"":""NoUnits"",""value"":""PE""}, plctime=2023-03-30T06:44:19.667-04:00, sensor={""unit"":""NoUnits"",""value"":""PE_RR_MID_DOOR_INTLK""}, doorintlkpoleb={""unit"":""NoUnits"",""value"":""1""}, doorlockstatus={""unit"":""NoUnits"",""value"":""0""}, doorintlkpolea={""unit"":""NoUnits"",""value"":""1""}}","V1.4.58.6","16000.0.799.69","2023-03-30T06:41:32.3788903-04:00","1","Error","PRC.Symptom{E{ZONE_OPENED_UNEXPECTEDLY}}",,,"70001002"
